Id,Facility__c,Name,Room_Type__c,Status__c,GPBUDVM_Demo_Record__c,GPBUDVM_External_Id__c,Hand_Crafted_for_Demo_Scenario__c,Record_Type_Name__c,Facility__r.Name
a031700000FTBb0AAH,a0017000006xUxFAAU,DC3-2-100,Communal Space,Clean,true,a031700000FTBb0AAH,true,Room,DC3
a031700000FTBb1AAH,a0017000006xUxFAAU,DC3-2-101,Personal Office,Unknown,true,a031700000FTBb1AAH,true,Room,DC3
a031700000FTBb2AAH,a0017000006xUxFAAU,DC3-2-102,Cubicle,Clean,true,a031700000FTBb2AAH,true,Room,DC3
a031700000FTBb3AAH,a0017000006xUxFAAU,DC3-2-103,Cubicle,Unknown,true,a031700000FTBb3AAH,true,Room,DC3
a031700000FTBb4AAH,a0017000006xUxFAAU,DC3-2-104,Personal Office,Clean,true,a031700000FTBb4AAH,true,Room,DC3
a031700000FTBb5AAH,a0017000006xUxFAAU,DC3-2-105,Conference Room,Clean,true,a031700000FTBb5AAH,true,Room,DC3
a031700000FTBb6AAH,a0017000006xUxFAAU,DC3-2-106,Cubicle,Unknown,true,a031700000FTBb6AAH,true,Room,DC3
a031700000FTBb7AAH,a0017000006xUxFAAU,DC3-2-107,Cubicle,Clean,true,a031700000FTBb7AAH,true,Room,DC3
a031700000FTBb8AAH,a0017000006xUxFAAU,DC3-2-108,Cubicle,Unknown,true,a031700000FTBb8AAH,true,Room,DC3
a031700000FTBb9AAH,a0017000006xUxFAAU,DC3-2-109,Conference Room,Unknown,true,a031700000FTBb9AAH,true,Room,DC3
a031700000FTBbAAAX,a0017000006xUxFAAU,DC3-2-110,Conference Room,Clean,true,a031700000FTBbAAAX,true,Room,DC3
a031700000FTBbBAAX,a0017000006xUxFAAU,DC3-2-111,Cubicle,Clean,true,a031700000FTBbBAAX,true,Room,DC3
a031700000FTBbCAAX,a0017000006xUxFAAU,DC3-2-112,Cubicle,Clean,true,a031700000FTBbCAAX,true,Room,DC3
a031700000FTBbDAAX,a0017000006xUxFAAU,DC3-2-113,Cubicle,Clean,true,a031700000FTBbDAAX,true,Room,DC3
a031700000FTBbEAAX,a0017000006xUxFAAU,DC3-2-114,Cubicle,Unknown,true,a031700000FTBbEAAX,true,Room,DC3
a031700000FTBbFAAX,a0017000006xUxFAAU,DC3-2-115,Cubicle,Clean,true,a031700000FTBbFAAX,true,Room,DC3
a031700000FTBbGAAX,a0017000006xUxFAAU,DC3-2-116,Personal Office,Clean,true,a031700000FTBbGAAX,true,Room,DC3
a031700000FTBbHAAX,a0017000006xUxFAAU,DC3-2-117,Personal Office,Clean,true,a031700000FTBbHAAX,true,Room,DC3
a031700000FTBbIAAX,a0017000006xUxFAAU,DC3-2-118,Cubicle,Unknown,true,a031700000FTBbIAAX,true,Room,DC3
a031700000FTBbJAAX,a0017000006xUxFAAU,DC3-2-119,Cubicle,Clean,true,a031700000FTBbJAAX,true,Room,DC3
a031700000FTBbKAAX,a0017000006xUxFAAU,DC3-2-120,Cubicle,Clean,true,a031700000FTBbKAAX,true,Room,DC3
a031700000FTBbLAAX,a0017000006xUxFAAU,DC3-2-121,Cubicle,Unknown,true,a031700000FTBbLAAX,true,Room,DC3
a031700000FTBbMAAX,a0017000006xUxFAAU,DC3-2-122,Cubicle,Clean,true,a031700000FTBbMAAX,true,Room,DC3
a031700000FTBbNAAX,a0017000006xUxFAAU,DC3-2-123,Conference Room,Clean,true,a031700000FTBbNAAX,true,Room,DC3
a031700000FTBbOAAX,a0017000006xUxFAAU,DC3-2-124,Kitchen,Clean,true,a031700000FTBbOAAX,true,Room,DC3
a031700000FTBbPAAX,a0017000006xUxFAAU,DC3-2-125,Cubicle,Clean,true,a031700000FTBbPAAX,true,Room,DC3
a031700000FTBbQAAX,a0017000006xUxFAAU,DC3-2-126,Personal Office,Clean,true,a031700000FTBbQAAX,true,Room,DC3
a031700000FTBbRAAX,a0017000006xUxFAAU,DC3-2-127,Cubicle,Unknown,true,a031700000FTBbRAAX,true,Room,DC3
a031700000FTBbSAAX,a0017000006xUxFAAU,DC3-2-128,Cubicle,Unknown,true,a031700000FTBbSAAX,true,Room,DC3
a031700000FTBbTAAX,a0017000006xUxFAAU,DC3-2-129,Conference Room,Clean,true,a031700000FTBbTAAX,true,Room,DC3
a031700000FTBbUAAX,a0017000006xUxFAAU,DC3-2-130,Conference Room,Clean,true,a031700000FTBbUAAX,true,Room,DC3
a031700000FTBbVAAX,a0017000006xUxFAAU,DC3-2-131,Personal Office,Unknown,true,a031700000FTBbVAAX,true,Room,DC3
a031700000FTBbWAAX,a0017000006xUxFAAU,DC3-2-132,Cubicle,Clean,true,a031700000FTBbWAAX,true,Room,DC3
a031700000FTBbXAAX,a0017000006xUxFAAU,DC3-2-133,Lavatory,Clean,true,a031700000FTBbXAAX,true,Room,DC3
a031700000FTBbYAAX,a0017000006xUxFAAU,DC3-2-134,Cubicle,Unknown,true,a031700000FTBbYAAX,true,Room,DC3
a031700000FTBbZAAX,a0017000006xUxFAAU,DC3-2-135,Personal Office,Unknown,true,a031700000FTBbZAAX,true,Room,DC3
a031700000FTBbaAAH,a0017000006xUxFAAU,DC3-2-136,Cubicle,Clean,true,a031700000FTBbaAAH,true,Room,DC3
a031700000FTBbbAAH,a0017000006xUxFAAU,DC3-2-137,Cubicle,Unknown,true,a031700000FTBbbAAH,true,Room,DC3
a031700000FTBbcAAH,a0017000006xUxFAAU,DC3-2-138,Conference Room,Unknown,true,a031700000FTBbcAAH,true,Room,DC3
a031700000FTBbdAAH,a0017000006xUxFAAU,DC3-2-139,Lavatory,Unknown,true,a031700000FTBbdAAH,true,Room,DC3
a031700000FTBbeAAH,a0017000006xUxFAAU,DC3-2-140,Cubicle,Clean,true,a031700000FTBbeAAH,true,Room,DC3
a031700000FTBbfAAH,a0017000006xUxFAAU,DC3-2-141,Personal Office,Clean,true,a031700000FTBbfAAH,true,Room,DC3
a031700000FTBbgAAH,a0017000006xUxFAAU,DC3-2-142,Conference Room,Unknown,true,a031700000FTBbgAAH,true,Room,DC3
a031700000FTBbhAAH,a0017000006xUxFAAU,DC3-2-143,Cubicle,Unknown,true,a031700000FTBbhAAH,true,Room,DC3
a031700000FTBbiAAH,a0017000006xUxFAAU,DC3-2-144,Kitchen,Clean,true,a031700000FTBbiAAH,true,Room,DC3
a031700000FTBbjAAH,a0017000006xUxFAAU,DC3-2-145,Conference Room,Unknown,true,a031700000FTBbjAAH,true,Room,DC3
a031700000FTBbkAAH,a0017000006xUxFAAU,DC3-2-146,Lavatory,Unknown,true,a031700000FTBbkAAH,true,Room,DC3
a031700000FTBblAAH,a0017000006xUxFAAU,DC3-2-147,Cubicle,Unknown,true,a031700000FTBblAAH,true,Room,DC3
a031700000FTBbmAAH,a0017000006xUxFAAU,DC3-2-148,Personal Office,Unknown,true,a031700000FTBbmAAH,true,Room,DC3
a031700000FTBbnAAH,a0017000006xUxFAAU,DC3-2-149,Closet,Clean,true,a031700000FTBbnAAH,true,Room,DC3
a031700000FTBboAAH,a0017000006xUxFAAU,DC3-2-150,Kitchen,Clean,true,a031700000FTBboAAH,true,Room,DC3
a031700000FTBbpAAH,a0017000006xUxFAAU,DC3-2-151,Lavatory,Clean,true,a031700000FTBbpAAH,true,Room,DC3
a031700000FTBbqAAH,a0017000006xUxFAAU,DC3-2-152,Kitchen,Clean,true,a031700000FTBbqAAH,true,Room,DC3
a031700000FTBbrAAH,a0017000006xUxFAAU,DC3-2-153,Cubicle,Unknown,true,a031700000FTBbrAAH,true,Room,DC3
a031700000FTBbsAAH,a0017000006xUxFAAU,DC3-2-154,Conference Room,Unknown,true,a031700000FTBbsAAH,true,Room,DC3
a031700000FTBbtAAH,a0017000006xUxFAAU,DC3-2-155,Cubicle,Unknown,true,a031700000FTBbtAAH,true,Room,DC3
a031700000FTBbuAAH,a0017000006xUxFAAU,DC3-2-156,Cubicle,Clean,true,a031700000FTBbuAAH,true,Room,DC3
a031700000FTBbvAAH,a0017000006xUxFAAU,DC3-2-157,Cubicle,Clean,true,a031700000FTBbvAAH,true,Room,DC3
a031700000FTBbwAAH,a0017000006xUxFAAU,DC3-3-001,Kitchen,Unknown,true,a031700000FTBbwAAH,true,Room,DC3
a031700000FTBbxAAH,a0017000006xUxFAAU,DC3-3-002,Cubicle,Clean,true,a031700000FTBbxAAH,true,Room,DC3
a031700000FTBbyAAH,a0017000006xUxFAAU,DC3-3-003,Communal Space,Unknown,true,a031700000FTBbyAAH,true,Room,DC3
a031700000FTBbzAAH,a0017000006xUxFAAU,DC3-3-004,Communal Space,Clean,true,a031700000FTBbzAAH,true,Room,DC3
a031700000FTBc0AAH,a0017000006xUxFAAU,DC3-3-005,Cubicle,Clean,true,a031700000FTBc0AAH,true,Room,DC3
a031700000FTBc1AAH,a0017000006xUxFAAU,DC3-3-006,Cubicle,Unknown,true,a031700000FTBc1AAH,true,Room,DC3
a031700000FTBc2AAH,a0017000006xUxFAAU,DC3-3-007,Conference Room,Clean,true,a031700000FTBc2AAH,true,Room,DC3
a031700000FTBc3AAH,a0017000006xUxFAAU,DC3-3-008,Conference Room,Unknown,true,a031700000FTBc3AAH,true,Room,DC3
a031700000FTBc4AAH,a0017000006xUxFAAU,DC3-3-009,Personal Office,Unknown,true,a031700000FTBc4AAH,true,Room,DC3
a031700000FTBc5AAH,a0017000006xUxFAAU,DC3-3-010,Personal Office,Unknown,true,a031700000FTBc5AAH,true,Room,DC3
a031700000FTBc6AAH,a0017000006xUxFAAU,DC3-3-011,Cubicle,Clean,true,a031700000FTBc6AAH,true,Room,DC3
a031700000FTBc7AAH,a0017000006xUxFAAU,DC3-3-012,Conference Room,Clean,true,a031700000FTBc7AAH,true,Room,DC3
a031700000FTBc8AAH,a0017000006xUxFAAU,DC3-3-013,Personal Office,Clean,true,a031700000FTBc8AAH,true,Room,DC3
a031700000FTBc9AAH,a0017000006xUxFAAU,DC3-3-014,Cubicle,Clean,true,a031700000FTBc9AAH,true,Room,DC3
a031700000FTBcAAAX,a0017000006xUxFAAU,DC3-3-015,Closet,Clean,true,a031700000FTBcAAAX,true,Room,DC3
a031700000FTBcBAAX,a0017000006xUxFAAU,DC3-3-016,Cubicle,Clean,true,a031700000FTBcBAAX,true,Room,DC3
a031700000FTBcCAAX,a0017000006xUxFAAU,DC3-3-017,Personal Office,Clean,true,a031700000FTBcCAAX,true,Room,DC3
a031700000FTBcDAAX,a0017000006xUxFAAU,DC3-3-018,Conference Room,Clean,true,a031700000FTBcDAAX,true,Room,DC3
a031700000FTBcEAAX,a0017000006xUxFAAU,DC3-3-019,Conference Room,Unknown,true,a031700000FTBcEAAX,true,Room,DC3
a031700000FTBcFAAX,a0017000006xUxFAAU,DC3-3-020,Cubicle,Clean,true,a031700000FTBcFAAX,true,Room,DC3
a031700000FTBcGAAX,a0017000006xUxFAAU,DC3-3-021,Cubicle,Unknown,true,a031700000FTBcGAAX,true,Room,DC3
a031700000FTBcHAAX,a0017000006xUxFAAU,DC3-3-022,Cubicle,Clean,true,a031700000FTBcHAAX,true,Room,DC3
a031700000FTBcIAAX,a0017000006xUxFAAU,DC3-3-023,Personal Office,Clean,true,a031700000FTBcIAAX,true,Room,DC3
a031700000FTBcJAAX,a0017000006xUxFAAU,DC3-3-024,Cubicle,Unknown,true,a031700000FTBcJAAX,true,Room,DC3
a031700000FTBcKAAX,a0017000006xUxFAAU,DC3-3-025,Conference Room,Clean,true,a031700000FTBcKAAX,true,Room,DC3
a031700000FTBcLAAX,a0017000006xUxFAAU,DC3-3-026,Kitchen,Unknown,true,a031700000FTBcLAAX,true,Room,DC3
a031700000FTBcMAAX,a0017000006xUxFAAU,DC3-3-027,Cubicle,Unknown,true,a031700000FTBcMAAX,true,Room,DC3
a031700000FTBcNAAX,a0017000006xUxFAAU,DC3-3-028,Kitchen,Clean,true,a031700000FTBcNAAX,true,Room,DC3
a031700000FTBcOAAX,a0017000006xUxFAAU,DC3-3-029,Lavatory,Unknown,true,a031700000FTBcOAAX,true,Room,DC3
a031700000FTBcPAAX,a0017000006xUxFAAU,DC3-3-030,Closet,Unknown,true,a031700000FTBcPAAX,true,Room,DC3
a031700000FTBcQAAX,a0017000006xUxFAAU,DC3-3-031,Cubicle,Unknown,true,a031700000FTBcQAAX,true,Room,DC3
a031700000FTBcRAAX,a0017000006xUxFAAU,DC3-3-032,Cubicle,Clean,true,a031700000FTBcRAAX,true,Room,DC3
a031700000FTBcSAAX,a0017000006xUxFAAU,DC3-3-033,Personal Office,Unknown,true,a031700000FTBcSAAX,true,Room,DC3
a031700000FTBcTAAX,a0017000006xUxFAAU,DC3-3-034,Cubicle,Clean,true,a031700000FTBcTAAX,true,Room,DC3
a031700000FTBcUAAX,a0017000006xUxFAAU,DC3-3-035,Lavatory,Clean,true,a031700000FTBcUAAX,true,Room,DC3
a031700000FTBcVAAX,a0017000006xUxFAAU,DC3-3-036,Cubicle,Unknown,true,a031700000FTBcVAAX,true,Room,DC3
a031700000FTBcWAAX,a0017000006xUxFAAU,DC3-3-037,Communal Space,Unknown,true,a031700000FTBcWAAX,true,Room,DC3
a031700000FTBcXAAX,a0017000006xUxFAAU,DC3-3-038,Conference Room,Unknown,true,a031700000FTBcXAAX,true,Room,DC3
a031700000FTBcYAAX,a0017000006xUxFAAU,DC3-3-039,Cubicle,Unknown,true,a031700000FTBcYAAX,true,Room,DC3
a031700000FTBcZAAX,a0017000006xUxFAAU,DC3-3-040,Lavatory,Unknown,true,a031700000FTBcZAAX,true,Room,DC3
a031700000FTBcaAAH,a0017000006xUxFAAU,DC3-3-041,Personal Office,Clean,true,a031700000FTBcaAAH,true,Room,DC3
a031700000FTBcbAAH,a0017000006xUxFAAU,DC3-3-042,Personal Office,Unknown,true,a031700000FTBcbAAH,true,Room,DC3
a031700000FTBccAAH,a0017000006xUxFAAU,DC3-3-043,Kitchen,Unknown,true,a031700000FTBccAAH,true,Room,DC3
a031700000FTBcdAAH,a0017000006xUxFAAU,DC3-3-044,Closet,Unknown,true,a031700000FTBcdAAH,true,Room,DC3
a031700000FTBceAAH,a0017000006xUxFAAU,DC3-3-045,Cubicle,Unknown,true,a031700000FTBceAAH,true,Room,DC3
a031700000FTBcfAAH,a0017000006xUxFAAU,DC3-3-046,Cubicle,Clean,true,a031700000FTBcfAAH,true,Room,DC3
a031700000FTBcgAAH,a0017000006xUxFAAU,DC3-3-047,Conference Room,Unknown,true,a031700000FTBcgAAH,true,Room,DC3
a031700000FTBchAAH,a0017000006xUxFAAU,DC3-3-048,Cubicle,Unknown,true,a031700000FTBchAAH,true,Room,DC3
a031700000FTBciAAH,a0017000006xUxFAAU,DC3-3-049,Lavatory,Clean,true,a031700000FTBciAAH,true,Room,DC3
a031700000FTBcjAAH,a0017000006xUxFAAU,DC3-3-050,Cubicle,Unknown,true,a031700000FTBcjAAH,true,Room,DC3
a031700000FTBckAAH,a0017000006xUxFAAU,DC3-3-051,Closet,Unknown,true,a031700000FTBckAAH,true,Room,DC3
a031700000FTBclAAH,a0017000006xUxFAAU,DC3-3-052,Cubicle,Unknown,true,a031700000FTBclAAH,true,Room,DC3
a031700000FTBcmAAH,a0017000006xUxFAAU,DC3-3-053,Cubicle,Clean,true,a031700000FTBcmAAH,true,Room,DC3
a031700000FTBcnAAH,a0017000006xUxFAAU,DC3-3-054,Personal Office,Unknown,true,a031700000FTBcnAAH,true,Room,DC3
a031700000FTBcoAAH,a0017000006xUxFAAU,DC3-3-055,Personal Office,Clean,true,a031700000FTBcoAAH,true,Room,DC3
a031700000FTBcpAAH,a0017000006xUxFAAU,DC3-3-056,Cubicle,Clean,true,a031700000FTBcpAAH,true,Room,DC3
a031700000FTBcqAAH,a0017000006xUxFAAU,DC3-3-057,Personal Office,Unknown,true,a031700000FTBcqAAH,true,Room,DC3
a031700000FTBcrAAH,a0017000006xUxFAAU,DC3-3-058,Personal Office,Unknown,true,a031700000FTBcrAAH,true,Room,DC3
a031700000FTBcsAAH,a0017000006xUxFAAU,DC3-3-059,Communal Space,Unknown,true,a031700000FTBcsAAH,true,Room,DC3
a031700000FTBctAAH,a0017000006xUxFAAU,DC3-3-060,Personal Office,Clean,true,a031700000FTBctAAH,true,Room,DC3
a031700000FTBcuAAH,a0017000006xUxFAAU,DC3-3-061,Cubicle,Unknown,true,a031700000FTBcuAAH,true,Room,DC3
a031700000FTBcvAAH,a0017000006xUxFAAU,DC3-3-062,Conference Room,Clean,true,a031700000FTBcvAAH,true,Room,DC3
a031700000FTBcwAAH,a0017000006xUxFAAU,DC3-3-063,Cubicle,Clean,true,a031700000FTBcwAAH,true,Room,DC3
a031700000FTBcxAAH,a0017000006xUxFAAU,DC3-3-064,Personal Office,Unknown,true,a031700000FTBcxAAH,true,Room,DC3
a031700000FTBcyAAH,a0017000006xUxFAAU,DC3-3-065,Cubicle,Clean,true,a031700000FTBcyAAH,true,Room,DC3
a031700000FTBczAAH,a0017000006xUxFAAU,DC3-3-066,Cubicle,Clean,true,a031700000FTBczAAH,true,Room,DC3
a031700000FTBd0AAH,a0017000006xUxFAAU,DC3-3-067,Conference Room,Unknown,true,a031700000FTBd0AAH,true,Room,DC3
a031700000FTBd1AAH,a0017000006xUxFAAU,DC3-3-068,Kitchen,Unknown,true,a031700000FTBd1AAH,true,Room,DC3
a031700000FTBd2AAH,a0017000006xUxFAAU,DC3-3-069,Cubicle,Clean,true,a031700000FTBd2AAH,true,Room,DC3
a031700000FTBd3AAH,a0017000006xUxFAAU,DC3-3-070,Cubicle,Clean,true,a031700000FTBd3AAH,true,Room,DC3
a031700000FTBd4AAH,a0017000006xUxFAAU,DC3-3-071,Conference Room,Clean,true,a031700000FTBd4AAH,true,Room,DC3
a031700000FTBd5AAH,a0017000006xUxFAAU,DC3-3-072,Conference Room,Clean,true,a031700000FTBd5AAH,true,Room,DC3
a031700000FTBd6AAH,a0017000006xUxFAAU,DC3-3-073,Cubicle,Clean,true,a031700000FTBd6AAH,true,Room,DC3
a031700000FTBd7AAH,a0017000006xUxFAAU,DC3-3-074,Personal Office,Clean,true,a031700000FTBd7AAH,true,Room,DC3
a031700000FTBd8AAH,a0017000006xUxFAAU,DC3-3-075,Cubicle,Clean,true,a031700000FTBd8AAH,true,Room,DC3
a031700000FTBd9AAH,a0017000006xUxFAAU,DC3-3-076,Lavatory,Unknown,true,a031700000FTBd9AAH,true,Room,DC3
a031700000FTBdAAAX,a0017000006xUxFAAU,DC3-3-077,Personal Office,Unknown,true,a031700000FTBdAAAX,true,Room,DC3
a031700000FTBdBAAX,a0017000006xUxFAAU,DC3-3-078,Cubicle,Unknown,true,a031700000FTBdBAAX,true,Room,DC3
a031700000FTBdCAAX,a0017000006xUxFAAU,DC3-3-079,Cubicle,Clean,true,a031700000FTBdCAAX,true,Room,DC3
a031700000FTBdDAAX,a0017000006xUxFAAU,DC3-3-080,Personal Office,Clean,true,a031700000FTBdDAAX,true,Room,DC3
a031700000FTBdEAAX,a0017000006xUxFAAU,DC3-3-081,Personal Office,Clean,true,a031700000FTBdEAAX,true,Room,DC3
a031700000FTBdFAAX,a0017000006xUxFAAU,DC3-3-082,Conference Room,Unknown,true,a031700000FTBdFAAX,true,Room,DC3
a031700000FTBdGAAX,a0017000006xUxFAAU,DC3-3-083,Conference Room,Clean,true,a031700000FTBdGAAX,true,Room,DC3
a031700000FTBdHAAX,a0017000006xUxFAAU,DC3-3-084,Lavatory,Unknown,true,a031700000FTBdHAAX,true,Room,DC3
a031700000FTBdIAAX,a0017000006xUxFAAU,DC3-3-085,Personal Office,Clean,true,a031700000FTBdIAAX,true,Room,DC3
a031700000FTBdJAAX,a0017000006xUxFAAU,DC3-3-086,Conference Room,Unknown,true,a031700000FTBdJAAX,true,Room,DC3
a031700000FTBdKAAX,a0017000006xUxFAAU,DC3-3-087,Conference Room,Clean,true,a031700000FTBdKAAX,true,Room,DC3
a031700000FTBdLAAX,a0017000006xUxFAAU,DC3-3-088,Closet,Clean,true,a031700000FTBdLAAX,true,Room,DC3
a031700000FTBdMAAX,a0017000006xUxFAAU,DC3-3-089,Conference Room,Unknown,true,a031700000FTBdMAAX,true,Room,DC3
a031700000FTBdNAAX,a0017000006xUxFAAU,DC3-3-090,Conference Room,Clean,true,a031700000FTBdNAAX,true,Room,DC3
a031700000FTBdOAAX,a0017000006xUxFAAU,DC3-3-091,Personal Office,Clean,true,a031700000FTBdOAAX,true,Room,DC3
a031700000FTBdPAAX,a0017000006xUxFAAU,DC3-3-092,Cubicle,Clean,true,a031700000FTBdPAAX,true,Room,DC3
a031700000FTBdQAAX,a0017000006xUxFAAU,DC3-3-093,Cubicle,Clean,true,a031700000FTBdQAAX,true,Room,DC3
a031700000FTBdRAAX,a0017000006xUxFAAU,DC3-3-094,Lavatory,Unknown,true,a031700000FTBdRAAX,true,Room,DC3
a031700000FTBdSAAX,a0017000006xUxFAAU,DC3-3-095,Personal Office,Unknown,true,a031700000FTBdSAAX,true,Room,DC3
a031700000FTBdTAAX,a0017000006xUxFAAU,DC3-3-096,Kitchen,Clean,true,a031700000FTBdTAAX,true,Room,DC3
a031700000FTBdUAAX,a0017000006xUxFAAU,DC3-3-097,Personal Office,Clean,true,a031700000FTBdUAAX,true,Room,DC3
a031700000FTBdVAAX,a0017000006xUxFAAU,DC3-3-098,Communal Space,Unknown,true,a031700000FTBdVAAX,true,Room,DC3
a031700000FTBdWAAX,a0017000006xUxFAAU,DC3-3-099,Personal Office,Unknown,true,a031700000FTBdWAAX,true,Room,DC3
a031700000FTBdXAAX,a0017000006xUxFAAU,DC3-3-100,Conference Room,Unknown,true,a031700000FTBdXAAX,true,Room,DC3
a031700000FTBdYAAX,a0017000006xUxFAAU,DC3-3-101,Cubicle,Unknown,true,a031700000FTBdYAAX,true,Room,DC3
a031700000FTBdZAAX,a0017000006xUxFAAU,DC3-3-102,Closet,Clean,true,a031700000FTBdZAAX,true,Room,DC3
a031700000FTBdaAAH,a0017000006xUxFAAU,DC3-3-103,Cubicle,Unknown,true,a031700000FTBdaAAH,true,Room,DC3
a031700000FTBdbAAH,a0017000006xUxFAAU,DC3-3-104,Cubicle,Clean,true,a031700000FTBdbAAH,true,Room,DC3
a031700000FTBdcAAH,a0017000006xUxFAAU,DC3-3-105,Conference Room,Clean,true,a031700000FTBdcAAH,true,Room,DC3
a031700000FTBddAAH,a0017000006xUxFAAU,DC3-3-106,Cubicle,Clean,true,a031700000FTBddAAH,true,Room,DC3
a031700000FTBdeAAH,a0017000006xUxFAAU,DC3-3-107,Lavatory,Clean,true,a031700000FTBdeAAH,true,Room,DC3
a031700000FTBdfAAH,a0017000006xUxFAAU,DC3-3-108,Communal Space,Clean,true,a031700000FTBdfAAH,true,Room,DC3
a031700000FTBdgAAH,a0017000006xUxFAAU,DC3-3-109,Cubicle,Unknown,true,a031700000FTBdgAAH,true,Room,DC3
a031700000FTBdhAAH,a0017000006xUxFAAU,DC3-3-110,Personal Office,Clean,true,a031700000FTBdhAAH,true,Room,DC3
a031700000FTBdiAAH,a0017000006xUxFAAU,DC3-3-111,Cubicle,Unknown,true,a031700000FTBdiAAH,true,Room,DC3
a031700000FTBdjAAH,a0017000006xUxFAAU,DC3-3-112,Personal Office,Unknown,true,a031700000FTBdjAAH,true,Room,DC3
a031700000FTBdkAAH,a0017000006xUxFAAU,DC3-3-113,Closet,Unknown,true,a031700000FTBdkAAH,true,Room,DC3
a031700000FTBdlAAH,a0017000006xUxFAAU,DC3-3-114,Cubicle,Clean,true,a031700000FTBdlAAH,true,Room,DC3
a031700000FTBdmAAH,a0017000006xUxFAAU,DC3-3-115,Closet,Unknown,true,a031700000FTBdmAAH,true,Room,DC3
a031700000FTBdnAAH,a0017000006xUxFAAU,DC3-3-116,Personal Office,Clean,true,a031700000FTBdnAAH,true,Room,DC3
a031700000FTBdoAAH,a0017000006xUxFAAU,DC3-3-117,Closet,Clean,true,a031700000FTBdoAAH,true,Room,DC3
a031700000FTBdpAAH,a0017000006xUxFAAU,DC3-3-118,Conference Room,Clean,true,a031700000FTBdpAAH,true,Room,DC3
a031700000FTBdqAAH,a0017000006xUxFAAU,DC3-3-119,Personal Office,Clean,true,a031700000FTBdqAAH,true,Room,DC3
a031700000FTBdrAAH,a0017000006xUxFAAU,DC3-3-120,Personal Office,Clean,true,a031700000FTBdrAAH,true,Room,DC3
a031700000FTBdsAAH,a0017000006xUxFAAU,DC3-3-121,Conference Room,Clean,true,a031700000FTBdsAAH,true,Room,DC3
a031700000FTBdtAAH,a0017000006xUxFAAU,DC3-3-122,Cubicle,Unknown,true,a031700000FTBdtAAH,true,Room,DC3
a031700000FTBduAAH,a0017000006xUxFAAU,DC3-3-123,Communal Space,Clean,true,a031700000FTBduAAH,true,Room,DC3
a031700000FTBdvAAH,a0017000006xUxFAAU,DC3-3-124,Personal Office,Unknown,true,a031700000FTBdvAAH,true,Room,DC3
a031700000FTBdwAAH,a0017000006xUxFAAU,DC3-3-125,Communal Space,Unknown,true,a031700000FTBdwAAH,true,Room,DC3
a031700000FTBdxAAH,a0017000006xUxFAAU,DC3-3-126,Conference Room,Unknown,true,a031700000FTBdxAAH,true,Room,DC3
a031700000FTBdyAAH,a0017000006xUxFAAU,DC3-3-127,Kitchen,Clean,true,a031700000FTBdyAAH,true,Room,DC3
a031700000FTBdzAAH,a0017000006xUxFAAU,DC3-3-128,Cubicle,Clean,true,a031700000FTBdzAAH,true,Room,DC3
a031700000FTBe0AAH,a0017000006xUxFAAU,DC3-3-129,Personal Office,Unknown,true,a031700000FTBe0AAH,true,Room,DC3
a031700000FTBe1AAH,a0017000006xUxFAAU,DC3-3-130,Cubicle,Clean,true,a031700000FTBe1AAH,true,Room,DC3
a031700000FTBe2AAH,a0017000006xUxFAAU,DC3-3-131,Cubicle,Clean,true,a031700000FTBe2AAH,true,Room,DC3
a031700000FTBe3AAH,a0017000006xUxFAAU,DC3-3-132,Cubicle,Unknown,true,a031700000FTBe3AAH,true,Room,DC3
a031700000FTBe4AAH,a0017000006xUxFAAU,DC3-3-133,Cubicle,Clean,true,a031700000FTBe4AAH,true,Room,DC3
a031700000FTBe5AAH,a0017000006xUxFAAU,DC3-3-134,Personal Office,Unknown,true,a031700000FTBe5AAH,true,Room,DC3
a031700000FTBe6AAH,a0017000006xUxFAAU,DC3-3-135,Cubicle,Clean,true,a031700000FTBe6AAH,true,Room,DC3
a031700000FTBe7AAH,a0017000006xUxFAAU,DC3-3-136,Cubicle,Clean,true,a031700000FTBe7AAH,true,Room,DC3
a031700000FTBe8AAH,a0017000006xUxFAAU,DC3-3-137,Personal Office,Clean,true,a031700000FTBe8AAH,true,Room,DC3
a031700000FTBe9AAH,a0017000006xUxFAAU,DC3-3-138,Cubicle,Unknown,true,a031700000FTBe9AAH,true,Room,DC3
a031700000FTBeAAAX,a0017000006xUxFAAU,DC3-3-139,Personal Office,Clean,true,a031700000FTBeAAAX,true,Room,DC3
a031700000FTBeBAAX,a0017000006xUxFAAU,DC3-3-140,Cubicle,Clean,true,a031700000FTBeBAAX,true,Room,DC3
a031700000FTBeCAAX,a0017000006xUxFAAU,DC3-3-141,Communal Space,Unknown,true,a031700000FTBeCAAX,true,Room,DC3
a031700000FTBeDAAX,a0017000006xUxFAAU,DC3-4-001,Cubicle,Clean,true,a031700000FTBeDAAX,true,Room,DC3
a031700000FTBeEAAX,a0017000006xUxFAAU,DC3-4-002,Conference Room,Unknown,true,a031700000FTBeEAAX,true,Room,DC3
a031700000FTBeFAAX,a0017000006xUxFAAU,DC3-4-003,Closet,Unknown,true,a031700000FTBeFAAX,true,Room,DC3
a031700000FTBeGAAX,a0017000006xUxFAAU,DC3-4-004,Cubicle,Clean,true,a031700000FTBeGAAX,true,Room,DC3
